epoch,custom_KLD,loss,val_custom_KLD,val_loss
0,0.2670742,0.8297767675284183,0.29751977,0.8148460457851361
1,0.14578997,0.6468741463827881,0.13432874,0.6054943411639242
2,0.105992526,0.5843555490885463,0.26696974,0.8238251080244651
3,0.09587901,0.5781295821715743,0.28791648,0.7448968809920472
4,0.111834474,0.5561444752595641,0.23900549,0.6735064253146514
5,0.09408467,0.53411380101592,0.10223098,0.5012333430511094
6,0.09214866,0.5343508990038008,0.20030141,0.5992813463850971
7,0.07965057,0.5052134117587305,0.10362271,0.528906853942128
8,0.07617187,0.49301462356017267,0.12870258,0.4952197064568986
9,0.07158148,0.48623147210130446,0.09944611,0.5269898805783425
10,0.077654704,0.487034652656291,0.16037057,0.5719012565168984
11,0.07460653,0.47556524549598816,0.27599657,0.7798926512916367
12,0.06623309,0.46879862610137824,0.14217302,0.5374725654527739
13,0.07084804,0.4662934731353413,0.13766727,0.5003488555357054
14,0.051822647,0.4348781555568501,0.13797536,0.5201670603576677
15,0.050743606,0.4312282246880201,0.04776599,0.44730747236317886
16,0.06125736,0.4353073386402873,0.09873351,0.43201011328986194
17,0.05409757,0.4249977247539537,0.097812496,0.45517578914568024
18,0.05374943,0.4231059644129369,0.10485214,0.4228057523310442
19,0.05291995,0.42075882119920865,0.10912962,0.43091011550519376
20,0.05090612,0.4158457347969988,0.073872544,0.4286044504477348
21,0.05622973,0.41898746517571533,0.13147093,0.4897035552567734
22,0.045371443,0.41263364274780473,0.081105106,0.4083045891353062
23,0.045504656,0.4131964374156225,0.081666395,0.4246231619413797
24,0.04402673,0.4094199351160041,0.099864334,0.4088079236544572
25,0.04645612,0.4113550579006022,0.04584872,0.4515329288455831
26,0.040073954,0.4072154809386183,0.09685824,0.4173364666375247
27,0.041862678,0.40469147303661746,0.06293352,0.40569029406551677
28,0.041574374,0.4060056173440182,0.10209991,0.4322207003702849
29,0.04425641,0.4043957365926726,0.0785481,0.40196838691121056
30,0.039443523,0.4014549520173114,0.06656652,0.4212785218701218
31,0.043188985,0.4023557109879209,0.0614699,0.4088447408758717
32,0.042220425,0.399987831163458,0.04831898,0.4063217305775845
33,0.036703818,0.3988384536398954,0.05725945,0.4725250271491674
34,0.043023884,0.3990181758354753,0.10688252,0.41110518110262884
35,0.033645045,0.38833609162083954,0.022674639,0.38306271088071714
36,0.026688844,0.38663537684199095,0.027947707,0.3906939183220719
37,0.025858749,0.38597837019534337,0.043255053,0.39098723974578825
38,0.027229778,0.3855884691853544,0.026180934,0.38300741841266683
39,0.028386198,0.38540266802558654,0.027066294,0.3863535364726921
40,0.026526045,0.38351902643065433,0.024018833,0.37988444298376767
41,0.025154393,0.3831477848030788,0.025286673,0.38057940940320234
42,0.027243191,0.38439805254146653,0.030458413,0.39443263630846365
43,0.028370813,0.3817160680115997,0.021524416,0.3823803308464232
44,0.02491158,0.38290603716910143,0.0327983,0.3857063030525719
45,0.026101114,0.382304662975656,0.10343045,0.4107819479523283
46,0.023157062,0.37620450062798216,0.025474427,0.37723389887190484
47,0.021891791,0.37627375012997427,0.022425557,0.3782005744837063
48,0.022631567,0.37614706935949654,0.022397976,0.37803300892635855
49,0.022321036,0.375057590375473,0.021314733,0.37284690335199433
50,0.02296824,0.37567280642527007,0.024456115,0.38007799887553956
51,0.02140755,0.37494655414706185,0.0246268,0.3717795246607297
52,0.021823935,0.3746083537156964,0.021657588,0.37838112482260833
53,0.021479718,0.37421460075553875,0.02292361,0.37476819418209456
54,0.021621518,0.37343739298902034,0.018740347,0.3694340822758613
